player_id,birth_year,name_first,name_last
allenro02,1959,Rod,Allen
allensl01,1886,Sled,Allen
alleyge01,1940,Gene,Alley
alliebo01,1952,Bob,Allietta
alliega01,1931,Gair,Allie
allisan01,1848,Andy,Allison
allisar01,1849,Art,Allison
allisbi01,1850,Bill,Allison
allisbo01,1934,Bob,Allison
allisda01,1966,Dana,Allison
allisdo01,1846,Doug,Allison
allisma01,1887,Mack,Allison
allismi01,1890,Milo,Allison
allrebe01,1965,Beau,Allred
almadme01,1913,Mel,Almada
almanar01,1972,Armando,Almanza
almanca01,1973,Carlos,Almanzar
almeira01,1887,Rafael,Almeida
almonab01,1989,Abraham,Almonte
almonbi01,1952,Bill,Almon
almoned01,1976,Edwin,Almonte
almoner01,1978,Erick,Almonte
almonhe01,1975,Hector,Almonte
almonmi01,1993,Miguel,Almonte
almonzo01,1989,Zoilo,Almonte
alomalu01,1923,Luis,Aloma
alomaro01,1968,Roberto,Alomar
alomasa01,1943,Sandy,Alomar
alomasa02,1966,Sandy,Alomar
alonsyo01,1987,Yonder,Alonso
aloufe01,1935,Felipe,Alou
alouje01,1942,Jesus,Alou
alouma01,1938,Matty,Alou
aloumo01,1966,Moises,Alou
alperwh01,1879,Whitey,Alpermann
alstode01,1952,Dell,Alston
alstoga01,1971,Garvin,Alston
alstoto01,1926,Tom,Alston
alstowa01,1911,Walter,Alston
altampo01,1952,Porfi,Altamirano
altener01,1894,Ernie,Alten
altenje01,1893,Jesse,Altenburg
altheaa01,1991,Aaron,Altherr
altizda01,1876,Dave,Altizer
altmage01,1933,George,Altman
altobjo01,1932,Joe,Altobelli
altroni01,1876,Nick,Altrock
altuvjo01,1990,Jose,Altuve
alusige01,1935,George,Alusik
alvarab01,1982,Abe,Alvarez
alvarcl01,1968,Clemente,Alvarez
alvarda01,1989,Dario,Alvarez
alvarda02,1988,Dariel,Alvarez
alvarga01,1974,Gabe,Alvarez
alvarhe01,1990,Henderson,Alvarez
alvarjo01,1956,Jose,Alvarez
alvarjo02,1989,Jose,Alvarez
alvarju01,1973,Juan,Alvarez
alvarlu01,1949,Luis,Alvarado
alvaror01,1952,Orlando,Alvarez
alvaros01,1933,Ossie,Alvarez
alvarpe01,1987,Pedro,Alvarez
alvarrj01,1991,R. J.,Alvarez
alvarro01,1938,Rogelio,Alvarez
alvarta01,1971,Tavo,Alvarez
alvarto01,1979,Tony,Alvarez
alvarvi01,1976,Victor,Alvarez
alvarwi01,1970,Wilson,Alvarez
alvisma01,1938,Max,Alvis
alvorbi01,1863,Billy,Alvord
alyeabr01,1940,Brant,Alyea
amalfjo01,1934,Joey,Amalfitano
amarari01,1962,Rich,Amaral
amarial01,1989,Alexi,Amarista
amaroru01,1936,Ruben,Amaro
amaroru02,1965,Ruben,Amaro
amblewa01,1915,Wayne,Ambler
ambrech01,1979,Chip,Ambres
ambrihe01,1984,Hector,Ambriz
amelued01,1959,Ed,Amelung
amesre01,1882,Red,Ames
amesst01,1988,Steve,Ames
amezaal01,1978,Alfredo,Amezaga
amoledo01,1874,Doc,Amole
amorosa01,1930,Sandy,Amoros
amorvi01,1932,Vicente,Amor
anckewa01,1893,Walter,Ancker
anderal01,1914,Alf,Anderson
anderal02,1964,Allan,Anderson
anderan01,1922,Andy,Anderson
anderbi01,1895,Bill,Anderson
anderbo01,1935,Bob,Anderson
anderbr01,1964,Brady,Anderson
anderbr02,1972,Brian,Anderson
anderbr03,1982,Brian,Anderson
anderbr04,1988,Brett,Anderson
anderbr05,1986,Bryan,Anderson
anderbu01,1956,Bud,Anderson
anderch01,1987,Chase,Anderson
anderco01,1990,Cody,Anderson
andercr01,1938,Craig,Anderson
anderda01,1868,Dave,Anderson
anderda02,1960,Dave,Anderson
anderdr01,1981,Drew,Anderson
anderdw01,1947,Dwain,Anderson
anderfe01,1918,Ferrell,Anderson
anderfr01,1885,Fred,Anderson
anderga01,1972,Garret,Anderson
anderge01,1889,George,Anderson
andergo01,1880,Goat,Anderson
anderha01,1904,Hal,Anderson
anderha02,1931,Harry,Anderson
anderja01,1979,Jason,Anderson
anderji01,1957,Jim,Anderson
anderji02,1976,Jimmy,Anderson
anderjo01,1873,John,Anderson
anderjo02,1929,John,Anderson
anderjo03,1982,Josh,Anderson
anderke01,1963,Kent,Anderson
anderla01,1952,Larry,Anderson
anderla02,1953,Larry,Andersen
anderla03,1987,Lars,Anderson
anderma01,1976,Matt,Anderson
anderma02,1974,Marlon,Anderson
andermi01,1951,Mike,Anderson
andermi02,1966,Mike,Anderson
anderre01,1912,Red,Anderson
anderri01,1953,Rick,Anderson
anderri02,1956,Rick,Anderson
andersc01,1962,Scott,Anderson
andersp01,1934,Sparky,Anderson
anderva01,1866,Varney,Anderson
anderwa01,1897,Walter,Anderson
anderwi01,1886,Wingo,Anderson
andinro01,1984,Robert,Andino
andrast01,1978,Steve,Andrade
andrecl01,1978,Clayton,Andrews
andreed01,1859,Ed,Andrews
andreel01,1901,Elbert,Andrews
andreer01,1918,Ernie,Andres
andrefr01,1952,Fred,Andrews
andrehu01,1922,Hub,Andrews
andreiv01,1907,Ivy,Andrews
andreji01,1865,Jim,Andrews
andrejo01,1923,John,Andre
andrejo02,1949,John,Andrews
andreki01,1953,Kim,Andrew
andremi01,1943,Mike,Andrews
andrena01,1913,Nate,Andrews
andrero01,1952,Rob,Andrews
andresh01,1971,Shane,Andrews
andrest01,1917,Stan,Andrews
andrewa01,1859,Wally,Andrews
andrima01,1989,Matt,Andriese
andrubi01,1907,Bill,Andrus
andruel01,1988,Elvis,Andrus
andrufr01,1850,Fred,Andrus
andruwi01,1858,Wyman,Andrus
andujjo01,1952,Joaquin,Andujar
andujlu01,1972,Luis,Andujar
angelno01,1947,Norm,Angelini
anglema01,1985,Matt,Angle
angleto01,1904,Tom,Angley
ankenpa01,1912,Pat,Ankenman
ankieri01,1979,Rick,Ankiel
annade01,1986,Dean,Anna
annisbi01,1857,Bill,Annis
ansonca01,1852,Cap,Anson
anthoer01,1967,Eric,Anthony
antoljo01,1916,Joe,Antolick
antonbi01,1927,Bill,Antonello
antonjo01,1915,John,Antonelli
antonjo02,1930,Johnny,Antonelli
antonma01,1985,Matt,Antonelli
aokino01,1982,Nori,Aoki
aparilu01,1934,Luis,Aparicio
apodabo01,1950,Bob,Apodaca
apontlu01,1953,Luis,Aponte
appieke01,1967,Kevin,Appier
appleed01,1892,Ed,Appleton
applefr01,1879,Fred,Applegate
applepe01,1904,Pete,Appleton
applilu01,1907,Luke,Appling
aquingr01,1978,Greg,Aquino
aquinlu01,1964,Luis,Aquino
aragoan01,1890,Angel,Aragon
aragoja01,1915,Jack,Aragon
araujel01,1991,Elvis,Araujo
archdma01,1898,Maurice,Archdeacon
archech01,1988,Chris,Archer
archefr01,1910,Fred,Archer
archeji01,1883,Jimmy,Archer
archeji02,1932,Jim,Archer
archige01,1914,George,Archie
arciajo01,1943,Jose,Arcia
arciaos01,1991,Oswaldo,Arcia
ardelda01,1941,Dan,Ardell
ardizru01,1919,Rugger,Ardizoia
ardnejo01,1858,Joe,Ardner
ardoida01,1974,Danny,Ardoin
arellfr01,1882,Frank,Arellanes
arenano01,1991,Nolan,Arenado
arencjp01,1986,J. P.,Arencibia
arftha01,1922,Hank,Arft
ariasal01,1967,Alex,Arias
ariasal02,1983,Alberto,Arias
ariasge01,1972,George,Arias
ariasjo01,1984,Joaquin,Arias
ariasru01,1931,Rudy,Arias
arletbu01,1899,Buzz,Arlett
arlicdo01,1943,Don,Arlich
arlinst01,1945,Steve,Arlin
armasma01,1969,Marcos,Armas
armasto01,1953,Tony,Armas
armasto02,1978,Tony,Armas
armbrch01,1880,Charlie,Armbruster
armbred01,1948,Ed,Armbrister
armbrha01,1882,Harry,Armbruster
armbror01,1908,Orville,Armbrust
armoubi99,1869,Bill,Armour
armstbo01,1850,Robert,Armstrong
armstge01,1924,George,Armstrong
armstho01,1889,Howard,Armstrong
armstja01,1965,Jack,Armstrong
armstmi01,1954,Mike,Armstrong
armstsh01,1990,Shawn,Armstrong
arndtha01,1879,Harry,Arndt
arndtla01,1963,Larry,Arndt
arnolbi01,1851,Billy,Arnold
arnolch01,1947,Chris,Arnold
arnolja01,1974,Jamie,Arnold
arnolsc01,1962,Scott,Arnold
arnolto01,1959,Tony,Arnold
arnovmo01,1910,Morrie,Arnovich
arnsbbr01,1963,Brad,Arnsberg
arntzor01,1909,Orie,Arntzen
arochre01,1964,Rene,Arocha
arojo01,1990,Jonathan,Aro
arredjo01,1984,Jose,Arredondo
arrieja01,1986,Jake,Arrieta
arrigge01,1941,Gerry,Arrigo
arrojro01,1968,Rolando,Arrojo
arroybr01,1977,Bronson,Arroyo
arroyfe01,1952,Fernando,Arroyo
arroylu01,1927,Luis,Arroyo
arroyru01,1950,Rudy,Arroyo
arrueer01,1990,Erisbel,Arruebarrena
arundha01,1855,Harry,Arundel
arundtu01,1862,Tug,Arundel
asadora01,1962,Randy,Asadoor
asbelji01,1914,Jim,Asbell
asbjoca01,1909,Casper,Asbjornson
ascanjo01,1985,Jose,Ascanio
ascheco01,1990,Cody,Asche
asencmi01,1980,Miguel,Asencio
ashburi01,1927,Richie,Ashburn
ashbyal01,1951,Alan,Ashby
ashbyan01,1967,Andy,Ashby
asheral01,1991,Alec,Asher
ashfotu01,1954,Tucker,Ashford
ashke01,1901,Ken,Ash
ashlebi01,1970,Billy,Ashley
ashlene01,1984,Nevin,Ashley
asmusto01,1878,Tom,Asmussen
asprobo01,1938,Bob,Aspromonte
asproke01,1931,Ken,Aspromonte
asselbr01,1953,Brian,Asselstine
assenpa01,1960,Paul,Assenmacher
astacez01,1979,Ezequiel,Astacio
astacpe01,1968,Pedro,Astacio
astrojo01,1922,Joe,Astroth
atchisc01,1976,Scott,Atchison
atchlju01,1973,Justin,Atchley
atherch01,1873,Charlie,Atherton
atherke01,1959,Keith,Atherton
atilalu01,1985,Luis,Atilano
atkinal01,1861,Al,Atkinson
atkinbi01,1954,Bill,Atkinson
atkined01,1851,Ed,Atkinson
atkinga01,1979,Garrett,Atkins
atkinja01,1921,James,Atkins
atkinle01,1904,Lefty,Atkinson
atkinmi01,1985,Mitch,Atkins
atkinto01,1887,Tommy,Atkins
attredi01,1897,Dick,Attreau
atwelto01,1924,Toby,Atwell
atwoobi01,1911,Bill,Atwood
atzja01,1879,John,Atz
aubreha01,1881,Chub,Aubrey
aubremi01,1982,Michael,Aubrey
aucoide01,1970,Derek,Aucoin
auderi01,1971,Rich,Aude
auerbri01,1950,Rick,Auerbach
augenbr01,1986,Bryan,Augenstein
augusda01,1949,Dave,Augustine
augusdo01,1963,Don,August
augusje01,1952,Jerry,Augustine
aukerel01,1910,Elden,Auker
auldsle01,1920,Tex,Aulds
aultdo01,1950,Doug,Ault
aumonph01,1989,Phillippe,Aumont
aurilri01,1971,Rich,Aurilia
ausanjo01,1965,Joe,Ausanio
ausmubr01,1969,Brad,Ausmus
austde01,1940,Dennis,Aust
austihe01,1844,Henry,Austin
austije01,1976,Jeff,Austin
austiji01,1879,Jimmy,Austin
austiji02,1963,Jim,Austin
austiri01,1946,Rick,Austin
autryal01,1952,Al,Autry
autrych01,1885,Chick,Autry
autrych02,1903,Chick,Autry
avenbr01,1972,Bruce,Aven
averiea01,1902,Earl,Averill
averiea02,1931,Earl,Averill
averyst01,1970,Steve,Avery
averyxa01,1990,Xavier,Avery
avilaal01,1987,Alex,Avila
avilabo01,1924,Bobby,Avila
avilalu01,1989,Luis,Avilan
avilemi01,1981,Mike,Aviles
avilera01,1952,Ramon,Aviles
avreaja01,1920,Jay,Avrea
axelrdy01,1985,Dylan,Axelrod
axforjo01,1983,John,Axford
ayalabe01,1951,Benny,Ayala
ayalabo01,1969,Bobby,Ayala
ayalalu01,1978,Luis,Ayala
aybarer01,1984,Erick,Aybar
aybarma01,1972,Manny,Aybar
aybarwi01,1983,Willy,Aybar
aydelja01,1861,Jake,Aydelott
ayersbi01,1919,Bill,Ayers
ayersdo01,1891,Doc,Ayers
aylwadi01,1925,Dick,Aylward
ayraubo01,1966,Bob,Ayrault
ayraujo01,1971,Joe,Ayrault
azcuejo01,1939,Joe,Azcue
azocaos01,1965,Oscar,Azocar
babbch01,1873,Charlie,Babb
babcobo01,1949,Bob,Babcock
babelo01,1928,Loren,Babe
babicjo01,1913,Johnny,Babich
babinch01,1895,Charlie,Babington
babitsh01,1959,Shooty,Babitt
backebr01,1978,Brandon,Backe
backmle01,1888,Les,Backman
backmwa01,1959,Wally,Backman
baconed01,1895,Eddie,Bacon
bacsimi01,1952,Mike,Bacsik
bacsimi02,1977,Mike,Bacsik
baczefr01,1926,Fred,Baczewski
badenbu01,1983,Burke,Badenhop
baderar01,1886,Art,Bader
baderlo01,1888,King,Bader
badgrre01,1902,Red,Badgro
baeched01,1907,Ed,Baecht
baekch01,1980,Cha-Seung,Baek
baergca01,1968,Carlos,Baerga
baezbe01,1977,Benito,Baez
baezda01,1977,Danys,Baez
baezja01,1992,Javier,Baez
baezjo01,1953,Jose,Baez
baezke01,1967,Kevin,Baez
baezpe01,1988,Pedro,Baez
bagbyji01,1889,Jim,Bagby
bagbyji02,1916,Jim,Bagby
bagwebi01,1895,Bill,Bagwell
bagweje01,1968,Jeff,Bagwell
bahnsst01,1944,Stan,Bahnsen
bahred01,1919,Ed,Bahr
bahrefr01,1858,Frank,Bahret
baichgr01,1889,Grover,Baichley
bailean01,1984,Andrew,Bailey
bailebi01,1888,Bill,Bailey
bailebi02,1881,Bill,Bailey
bailebo01,1942,Bob,Bailey
baileco01,1971,Cory,Bailey
baileed01,1931,Ed,Bailey
bailefr01,1895,Fred,Bailey
bailege01,1893,Gene,Bailey
baileha01,1876,Harvey,Bailey
baileho01,1957,Howard,Bailey
baileho02,1986,Homer,Bailey
baileje01,1978,Jeff,Bailey
baileji01,1934,Jim,Bailey
baileki01,1869,King,Bailey
bailema01,1961,Mark,Bailey
bailero01,1970,Roger,Bailey
bailesc01,1961,Scott,Bailes
bailest01,1942,Steve,Bailey
bailesw01,1895,Sweetbread,Bailey
bailobo01,1951,Bob,Bailor
baineha01,1959,Harold,Baines
bainlo01,1922,Loren,Bain
bairdal01,1895,Al,Baird
bairdbo01,1940,Bob,Baird
bairddo01,1891,Doug,Baird
bairdo01,1949,Doug,Bair
baislje01,1982,Jeff,Baisley
bajenje01,1978,Jeff,Bajenaru
bakelje01,1864,Jersey,Bakley
bakenda01,1945,Dave,Bakenhaster
bakeral01,1906,Al,Baker
bakerbi01,1911,Bill,Baker
bakerbo01,1878,Bock,Baker
bakerch01,1856,Charlie,Baker
bakerch02,1952,Chuck,Baker
bakerda01,1956,Dave,Baker
bakerde01,1892,Del,Baker
bakerdo01,1961,Doug,Baker
bakerdu01,1949,Dusty,Baker
bakerer01,1875,Ernie,Baker
bakerfl01,1916,Floyd,Baker
bakerfr01,1886,Home Run,Baker
bakerfr02,1944,Frank,Baker
bakerfr03,1946,Frank,Baker
bakerge01,1857,George,Baker
bakerge02,1925,Gene,Baker
bakerho01,1888,Howard,Baker
bakerja01,1950,Jack,Baker
bakerje01,1888,Jesse,Baker
bakerje02,1895,Jesse,Baker
bakerje03,1981,Jeff,Baker
bakerjo01,1981,John,Baker
bakerki01,1869,Kirtley,Baker
bakerne01,1904,Neal,Baker
bakerno01,1862,Norm,Baker
bakerph01,1856,Phil,Baker
bakersc01,1970,Scott,Baker
bakersc02,1981,Scott,Baker
bakerst01,1956,Steve,Baker
bakerto01,1913,Tom,Baker
bakerto02,1934,Tom,Baker
bakertr01,1891,Tracy,Baker
bakopa01,1972,Paul,Bako
balasmi01,1910,Mike,Balas
balazjo01,1950,John,Balaz
balbost01,1957,Steve,Balboni
balcebo01,1925,Bobby,Balcena
baldero01,1981,Rocco,Baldelli
baldsja01,1936,Jack,Baldschun
baldwbi01,1948,Billy,Baldwin
baldwda01,1938,Dave,Baldwin
baldwfr01,1928,Frank,Baldwin
baldwha01,1900,Harry,Baldwin
baldwhe01,1894,Henry,Baldwin
baldwja01,1971,James,Baldwin
baldwje01,1965,Jeff,Baldwin
baldwki01,1864,Kid,Baldwin
baldwla01,1859,Lady,Baldwin
baldwma01,1863,Mark,Baldwin
baldwof01,1881,Orson,Baldwin
baldwre01,1954,Reggie,Baldwin
baldwri01,1953,Rick,Baldwin
balejo01,1974,John,Bale
balenmi01,1886,Mike,Balenti
balenwl01,1984,Wladimir,Balentien
balesco01,1986,Collin,Balester
balesle01,1944,Lee,Bales
balfogr01,1977,Grant,Balfour
ballaje01,1963,Jeff,Ballard
ballar01,1872,Art,Ball
balleja01,1960,Jay,Baller
ballepe01,1894,Pelham,Ballenger
ballima01,1949,Mark,Ballinger
ballje01,1969,Jeff,Ball
ballji01,1884,Jim,Ball
ballne01,1881,Neal,Ball
ballowi01,1897,Win,Ballou
balsato01,1937,Tony,Balsamo
bambege01,1923,George,Bamberger
bambeha01,1924,Hal,Bamberger
banckst01,1853,Studs,Bancker
bancrda01,1891,Dave,Bancroft
bancrfr99,1846,Frank,Bancroft
bandoch01,1956,Chris,Bando
bandosa01,1944,Sal,Bando
bandyje01,1990,Jett,Bandy
baneed01,1952,Eddie,Bane
baneydi01,1946,Dick,Baney
banisje01,1964,Jeff,Banister
bankhda01,1920,Dan,Bankhead
bankhsc01,1963,Scott,Bankhead
banksbi01,1874,Bill,Yerrick
banksbr01,1970,Brian,Banks
bankser01,1931,Ernie,Banks
banksev01,1893,Bill,Bankston
banksge01,1938,George,Banks
banksjo01,1982,Josh,Banks
bankswe01,1983,Wes,Bankston
bankswi01,1969,Willie,Banks
bannial01,1951,Alan,Bannister
bannibr01,1981,Brian,Bannister
bannifl01,1955,Floyd,Bannister
banniji01,1865,Jim,Banning
bannoji01,1871,Jimmy,Bannon
bannoto01,1869,Tom,Bannon
bantaja01,1925,Jack,Banta
bantzbr01,1987,Brandon,Bantz
banuema01,1991,Manny,Banuelos
baptitr01,1971,Travis,Baptist
barajro01,1975,Rod,Barajas
barbare01,1920,Red,Barbary
barbawa01,1891,Walter,Barbare
barbebr01,1967,Bret,Barberie
barbebr02,1973,Brian,Barber
barbech01,1854,Charlie,Barber
barbeda01,1905,Dave,Barbee
barbefr01,1882,Frank,Barberich
barbeja01,1882,Jap,Barbeau
barbest01,1938,Steve,Barber
barbest02,1948,Steve,Barber
barbetu01,1893,Turner,Barber
barbiji01,1941,Jim,Barbieri
barcelo01,1977,Lorenzo,Barcelo
barclcu01,1931,Curt,Barclay
barclge01,1876,George,Barclay
bardda01,1985,Daniel,Bard
bardebr01,1981,Brian,Barden
bardjo01,1978,Josh,Bard
barera01,1949,Ray,Bare
barfije01,1959,Jesse,Barfield
barfijo01,1964,John,Barfield
barfijo02,1982,Josh,Barfield
barfocl01,1891,Clyde,Barfoot
bargagr01,1959,Greg,Bargar
bargecy01,1885,Cy,Barger
barkbr01,1968,Brian,Bark
barkeal01,1839,Al,Barker
barkean01,1974,Andy,Barkett
barkegl01,1971,Glen,Barker
barkeke01,1975,Kevin,Barker
barkele01,1955,Len,Barker
barkera01,1936,Ray,Barker
barkeri01,1972,Richie,Barker
barkese01,1980,Sean,Barker
barklbr01,1975,Brian,Barkley
barklje01,1959,Jeff,Barkley
barklre01,1912,Red,Barkley
barklsa01,1858,Sam,Barkley
barlial99,1915,Al,Barlick
barlomi01,1948,Mike,Barlow
barloto01,1852,Tom,Barlow
barmebr01,1929,Bruce,Barmes
barmecl01,1979,Clint,Barmes
barnaba01,1915,Babe,Barna
barnach01,1900,Charlie,Barnabe
barneau01,1989,Austin,Barnes
barnebi01,1858,Bill,Barnes
barnebo01,1902,Bob,Barnes
barnebr01,1967,Brian,Barnes
barnebr02,1986,Brandon,Barnes
barneda01,1985,Darwin,Barney
barneed01,1890,Ed,Barney
barneep01,1900,Eppie,Barnes
barnefr01,1900,Frank,Barnes
barnefr02,1926,Frank,Barnes
barneho01,1900,Honey,Barnes
barneje01,1892,Jesse,Barnes
barnejo01,1976,John,Barnes
barneju01,1911,Junie,Barnes
barnela01,1974,Larry,Barnes
barnelu01,1947,Lute,Barnes
