player_id,year,stint,team_id,league_id,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp,obp,slg,ops
hundlto01,2002,1,CHN,NL,92,266,32,56,8,0,16,35,0,0,32,80,3,3,1,1,6,0.301,0.421,0.722
huntebr02,2002,1,HOU,NL,98,201,32,54,16,3,3,20,5,0,16,39,0,2,1,0,3,0.329,0.423,0.752
hunteto01,2002,1,MIN,AL,148,561,89,162,37,4,29,94,23,8,35,118,3,5,0,3,17,0.334,0.524,0.859
ibanera01,2002,1,KCA,AL,137,497,70,146,37,6,24,103,5,3,40,76,5,2,1,4,11,0.346,0.537,0.883
ingebr01,2002,1,DET,AL,95,321,27,65,15,3,7,24,1,3,24,101,0,4,1,1,7,0.266,0.333,0.599
izturce01,2002,1,LAN,NL,135,439,43,102,24,2,1,31,7,7,14,39,1,0,10,5,12,0.253,0.303,0.556
jacksda04,2002,1,DET,AL,81,245,31,63,20,1,1,25,12,3,21,36,0,3,2,3,3,0.32,0.359,0.679
jenkige01,2002,1,MIL,NL,67,243,35,59,17,1,10,29,1,2,22,60,1,6,0,1,8,0.32,0.444,0.764
jeterde01,2002,1,NYA,AL,157,644,124,191,26,0,18,75,32,3,73,114,2,7,3,3,14,0.373,0.421,0.794
jimenda01,2002,1,SDN,NL,87,321,39,77,11,4,3,33,4,2,34,63,1,0,0,2,10,0.311,0.327,0.638
johnsch04,2002,1,FLO,NL,83,244,18,53,19,0,6,36,0,0,31,61,7,0,1,4,10,0.301,0.369,0.67
johnsma02,2002,1,CHA,AL,86,263,31,55,8,1,4,18,0,0,30,52,1,3,6,0,4,0.297,0.293,0.59
johnsni01,2002,1,NYA,AL,129,378,56,92,15,0,15,58,1,3,48,98,5,12,3,0,11,0.347,0.402,0.749
jonesan01,2002,1,ATL,NL,154,560,91,148,34,0,35,94,8,3,83,135,4,10,0,6,14,0.366,0.513,0.878
jonesch06,2002,1,ATL,NL,158,548,90,179,35,1,26,100,8,2,107,89,23,2,0,5,18,0.435,0.536,0.972
jonesja04,2002,1,MIN,AL,149,577,96,173,37,2,27,85,6,7,37,129,2,2,4,6,8,0.341,0.511,0.852
jordabr01,2002,1,LAN,NL,128,471,65,134,27,3,18,80,2,2,34,86,3,6,0,4,10,0.338,0.469,0.807
justida01,2002,1,OAK,AL,118,398,54,106,18,3,11,49,4,1,70,66,3,1,0,2,12,0.376,0.41,0.785
karroer01,2002,1,LAN,NL,142,524,52,142,26,1,13,73,4,2,37,74,1,6,0,6,11,0.323,0.399,0.722
kearnau01,2002,1,CIN,NL,107,372,66,117,24,3,13,56,6,3,54,81,3,6,0,3,11,0.407,0.5,0.907
kendaja01,2002,1,PIT,NL,145,545,59,154,25,3,3,44,15,8,49,29,1,9,0,2,11,0.35,0.356,0.706
kennead01,2002,1,ANA,AL,144,474,65,148,32,6,7,52,17,4,19,80,1,7,5,4,5,0.345,0.449,0.795
kentje01,2002,1,SFN,NL,152,623,102,195,42,2,37,108,5,1,52,101,3,4,0,3,20,0.368,0.565,0.933
kieltbo01,2002,1,MIN,AL,112,289,49,84,14,3,12,46,4,1,52,66,4,5,0,2,4,0.405,0.484,0.89
kingsge01,2002,2,SDN,NL,89,216,27,60,10,3,2,28,9,2,20,47,0,3,3,1,5,0.346,0.38,0.725
kleskry01,2002,1,SDN,NL,146,540,90,162,39,1,29,95,6,2,76,86,11,4,1,4,7,0.388,0.537,0.925
knoblch01,2002,1,KCA,AL,80,300,41,63,9,0,6,22,19,3,28,32,1,4,2,2,5,0.284,0.3,0.584
konerpa01,2002,1,CHA,AL,151,570,81,173,30,0,27,104,0,0,44,72,2,9,0,7,17,0.359,0.498,0.857
koskico01,2002,1,MIN,AL,140,490,71,131,37,3,15,69,10,11,72,127,4,9,0,5,14,0.368,0.447,0.815
kotsama01,2002,1,SDN,NL,153,578,82,169,27,7,17,61,11,9,59,89,0,3,2,4,10,0.359,0.452,0.81
lambmi01,2002,1,TEX,AL,115,314,54,89,13,0,9,33,0,0,33,48,5,3,2,3,7,0.354,0.411,0.765
lampkto01,2002,1,SDN,NL,104,281,32,61,10,1,10,37,4,2,38,59,7,3,1,4,4,0.313,0.367,0.679
lankfra01,2002,1,SDN,NL,81,205,20,46,7,1,6,26,2,2,30,61,3,2,1,2,3,0.326,0.356,0.682
larkiba01,2002,1,CIN,NL,145,507,72,124,37,2,7,47,13,4,44,57,9,3,6,7,13,0.305,0.367,0.672
larueja01,2002,1,CIN,NL,113,353,42,88,17,1,12,52,1,2,27,117,6,13,2,2,13,0.324,0.405,0.729
lawtoma02,2002,1,CLE,AL,114,416,71,98,19,2,15,57,8,9,59,34,0,8,1,0,13,0.342,0.399,0.741
ledeeri01,2002,1,PHI,NL,96,203,33,46,13,1,8,23,1,2,35,50,0,1,1,1,3,0.342,0.419,0.76
leeca01,2002,1,CHA,AL,140,492,82,130,26,2,26,80,1,4,75,73,4,2,0,7,5,0.359,0.484,0.843
leede02,2002,1,FLO,NL,162,581,95,157,35,7,27,86,19,9,98,164,8,5,0,4,14,0.378,0.494,0.872
leetr01,2002,1,PHI,NL,153,536,55,142,26,2,13,70,5,3,54,104,10,0,0,2,12,0.331,0.394,0.725
liebemi01,2002,1,PHI,NL,130,476,46,133,29,2,15,52,0,1,38,58,2,14,0,2,16,0.349,0.443,0.792
liefeje01,2002,1,CHA,AL,76,204,28,47,8,0,7,26,0,0,19,60,2,0,0,1,3,0.295,0.373,0.667
lockhke01,2002,1,ATL,NL,128,296,34,64,13,3,5,32,0,1,27,50,9,1,5,2,4,0.282,0.331,0.613
loducpa01,2002,1,LAN,NL,149,580,74,163,38,1,10,64,3,1,34,31,2,10,4,4,20,0.33,0.402,0.731
loftoke01,2002,1,CHA,AL,93,352,68,91,20,6,8,42,22,8,49,51,0,0,4,1,0,0.348,0.418,0.766
lombage01,2002,1,DET,AL,72,241,34,58,11,3,5,13,13,2,20,78,1,1,7,1,0,0.3,0.373,0.674
longte01,2002,1,OAK,AL,162,587,71,141,32,4,16,67,3,6,48,96,6,2,0,3,17,0.298,0.39,0.689
lopezfe01,2002,1,TOR,AL,85,282,35,64,15,3,8,34,5,4,23,90,1,1,2,1,4,0.287,0.387,0.673
lopezja01,2002,1,ATL,NL,109,347,31,81,15,0,11,52,0,1,26,63,8,8,0,4,15,0.299,0.372,0.67
loretma01,2002,1,MIL,NL,86,217,23,58,14,0,2,19,0,0,23,32,1,5,6,1,6,0.35,0.359,0.709
lowelmi01,2002,1,FLO,NL,160,597,88,165,44,0,24,92,4,3,65,92,5,4,0,11,16,0.346,0.471,0.816
lugoju01,2002,1,HOU,NL,88,322,45,84,15,1,8,35,9,3,28,74,3,2,4,2,6,0.322,0.388,0.71
maciajo01,2002,2,MON,NL,90,231,33,59,17,1,7,33,5,6,13,44,0,1,4,3,2,0.294,0.429,0.723
mackoro01,2002,1,PIT,NL,136,385,57,94,22,0,16,48,9,3,42,120,5,7,3,2,0,0.328,0.426,0.754
mageewe01,2002,1,DET,AL,97,347,34,94,19,1,6,35,2,4,10,64,0,1,1,5,9,0.289,0.383,0.673
magruch01,2002,1,CLE,AL,87,258,34,56,15,1,6,29,2,0,15,55,2,1,2,2,7,0.261,0.353,0.614
marreel01,2002,1,SLN,NL,131,397,63,104,19,1,18,66,14,2,40,72,11,0,5,4,5,0.327,0.451,0.777
martied01,2002,1,SEA,AL,97,328,42,91,23,0,15,59,1,1,67,69,8,6,0,6,6,0.403,0.485,0.888
martiti02,2002,1,SLN,NL,150,511,63,134,25,1,21,75,3,2,58,71,9,2,1,4,12,0.337,0.438,0.776
mathemi01,2002,1,SLN,NL,110,315,31,77,12,1,3,35,1,3,32,49,6,2,8,6,3,0.313,0.317,0.63
matthga02,2002,2,BAL,AL,109,344,54,95,25,3,7,38,15,5,43,69,1,1,5,4,4,0.355,0.427,0.782
maynebr01,2002,1,KCA,AL,101,326,35,77,8,2,4,30,4,4,34,54,1,2,4,4,8,0.309,0.31,0.619
mccraqu01,2002,1,ARI,NL,123,349,60,108,27,8,3,40,5,4,32,68,0,2,13,4,3,0.367,0.458,0.825
mcdonjo03,2002,1,CLE,AL,93,264,35,66,11,3,1,12,3,0,10,50,0,5,7,2,4,0.288,0.326,0.614
mcgrifr01,2002,1,CHN,NL,146,523,67,143,27,2,30,103,1,2,63,99,6,4,0,5,13,0.353,0.505,0.858
mclemma01,2002,1,SEA,AL,104,337,54,91,17,2,7,41,18,10,61,63,1,1,4,4,3,0.38,0.395,0.774
menchke01,2002,1,TEX,AL,110,366,52,95,20,2,15,60,1,1,31,83,0,8,2,5,4,0.327,0.448,0.775
merceor01,2002,1,HOU,NL,123,251,35,72,13,3,6,30,4,0,26,50,5,0,1,3,9,0.35,0.434,0.784
mientdo01,2002,1,MIN,AL,143,467,60,122,29,1,10,64,1,2,74,69,8,6,0,7,7,0.365,0.392,0.756
millake01,2002,1,FLO,NL,126,438,58,134,41,0,16,57,0,2,40,74,0,5,0,6,15,0.366,0.509,0.875
milleda02,2002,1,ARI,NL,101,297,40,74,22,0,11,42,0,0,38,88,5,3,2,0,14,0.34,0.434,0.775
mohrdu01,2002,1,MIN,AL,120,383,55,103,23,2,12,45,6,3,31,86,3,1,2,0,5,0.325,0.433,0.759
molinbe01,2002,1,ANA,AL,122,428,34,105,18,0,5,47,0,0,15,34,3,4,6,6,15,0.274,0.322,0.596
mondera01,2002,1,TOR,AL,75,299,51,67,16,1,15,45,9,2,31,57,1,3,0,2,8,0.301,0.435,0.736
mondera01,2002,2,NYA,AL,71,270,39,65,18,0,11,43,6,4,28,46,2,2,0,2,3,0.315,0.43,0.744
morame01,2002,1,BAL,AL,149,557,86,130,30,4,19,64,16,10,70,108,2,20,1,4,7,0.338,0.404,0.742
muellbi02,2002,1,CHN,NL,103,353,51,94,19,4,7,37,0,0,51,41,2,0,4,5,8,0.355,0.402,0.757
nevinph01,2002,1,SDN,NL,107,407,53,116,16,0,12,57,4,0,38,87,4,1,0,4,12,0.344,0.413,0.757
nixontr01,2002,1,BOS,AL,152,532,81,136,36,3,24,94,4,2,65,109,2,5,3,7,7,0.338,0.47,0.808
nunezab01,2002,1,PIT,NL,112,253,28,59,14,1,2,15,3,4,27,44,1,2,3,1,2,0.311,0.32,0.631
ochoaal01,2002,1,MIL,NL,85,215,32,55,9,0,6,21,8,5,32,30,2,2,1,0,7,0.357,0.381,0.739
offerjo01,2002,1,BOS,AL,72,237,39,55,10,0,4,27,8,5,33,29,0,1,1,3,9,0.325,0.325,0.65
oleartr01,2002,1,MON,NL,97,273,27,78,12,2,3,37,1,2,34,47,5,3,4,0,6,0.371,0.377,0.748
olerujo01,2002,1,SEA,AL,154,553,85,166,39,0,22,102,0,0,98,66,6,5,0,12,19,0.403,0.49,0.893
ordonma01,2002,1,CHA,AL,153,590,116,189,47,1,38,135,7,5,53,77,2,7,0,3,21,0.381,0.597,0.978
ordonre01,2002,1,NYN,NL,144,460,53,117,25,2,1,42,2,2,24,46,11,2,9,4,19,0.292,0.324,0.616
ortizda01,2002,1,MIN,AL,125,412,52,112,32,1,20,75,1,2,43,87,0,3,0,8,5,0.339,0.5,0.839
owenser01,2002,1,FLO,NL,131,385,44,104,15,5,4,37,26,9,31,33,1,0,8,1,11,0.324,0.366,0.69
palmeor01,2002,1,ANA,AL,110,263,35,79,12,1,0,31,7,2,30,22,1,0,4,3,7,0.368,0.354,0.722
palmera01,2002,1,TEX,AL,155,546,99,149,34,0,43,105,2,0,104,94,16,6,0,7,10,0.391,0.571,0.962
paquecr01,2002,1,DET,AL,72,252,20,49,14,1,4,20,1,0,10,53,0,0,1,3,7,0.223,0.306,0.528
patteco01,2002,1,CHN,NL,153,592,71,150,30,5,14,54,18,3,19,142,1,8,4,5,8,0.284,0.392,0.676
paytoja01,2002,1,NYN,NL,87,275,33,78,6,3,8,31,4,1,21,34,0,1,2,1,8,0.336,0.415,0.75
penaca01,2002,2,DET,AL,75,273,31,69,13,4,12,36,2,2,26,73,0,2,0,1,5,0.321,0.462,0.783
perezne01,2002,1,KCA,AL,145,554,65,131,20,4,3,37,8,9,20,53,2,0,5,6,11,0.26,0.303,0.564
perezti01,2002,1,NYN,NL,136,444,52,131,27,6,8,47,10,6,23,36,2,2,10,2,10,0.331,0.437,0.768
perezto03,2002,1,PHI,NL,92,212,22,53,13,1,5,20,1,0,21,40,6,1,2,1,5,0.319,0.392,0.711
perryhe01,2002,1,TEX,AL,132,450,64,124,24,1,22,77,4,2,34,66,1,6,4,2,17,0.333,0.48,0.813
phelpjo01,2002,1,TOR,AL,74,265,41,82,20,1,15,58,0,0,19,82,0,3,0,0,7,0.362,0.562,0.925
piazzmi01,2002,1,NYN,NL,135,478,69,134,23,2,33,98,0,3,57,82,9,3,0,3,26,0.359,0.544,0.903
pierrju01,2002,1,COL,NL,152,592,90,170,20,5,1,35,47,12,31,52,0,9,8,0,7,0.332,0.343,0.675
pierzaj01,2002,1,MIN,AL,130,440,54,132,31,6,6,49,1,2,13,61,1,11,2,3,14,0.334,0.439,0.773
polanpl01,2002,1,SLN,NL,94,342,47,97,19,1,5,27,3,1,12,27,1,4,9,0,12,0.316,0.389,0.705
polanpl01,2002,2,PHI,NL,53,206,28,61,13,1,4,22,2,2,14,14,0,4,4,0,3,0.353,0.427,0.78
posadjo01,2002,1,NYA,AL,143,511,79,137,40,1,20,99,1,0,81,143,9,3,0,3,23,0.37,0.468,0.837
pujolal01,2002,1,SLN,NL,157,590,118,185,40,2,34,127,2,4,72,69,13,9,0,4,20,0.394,0.561,0.955
ramirar01,2002,1,PIT,NL,142,522,51,122,26,0,18,71,2,0,29,95,3,8,0,11,17,0.279,0.387,0.666
ramirma02,2002,1,BOS,AL,120,436,84,152,31,0,33,107,0,0,73,85,14,8,0,1,13,0.45,0.647,1.097
randajo01,2002,1,KCA,AL,151,549,63,155,36,5,11,80,2,1,46,69,1,9,2,11,13,0.341,0.426,0.768
redmomi01,2002,1,FLO,NL,89,256,19,78,15,0,2,28,0,2,21,34,8,8,2,3,4,0.372,0.387,0.758
reesepo01,2002,1,PIT,NL,119,421,46,111,25,0,4,50,12,1,41,81,4,3,5,5,4,0.33,0.352,0.681
relafde01,2002,1,SEA,AL,112,329,55,88,13,2,6,43,10,3,33,51,2,6,1,7,6,0.339,0.374,0.713
renteed01,2002,1,SLN,NL,152,544,77,166,36,2,11,83,22,7,49,57,7,4,7,5,17,0.364,0.439,0.803
riosar01,2002,1,PIT,NL,76,208,20,55,11,0,1,24,1,1,16,39,1,1,0,1,8,0.319,0.332,0.65
rivaslu01,2002,1,MIN,AL,93,316,46,81,23,4,4,35,9,4,19,51,2,3,8,0,12,0.305,0.392,0.697
roberda07,2002,1,LAN,NL,127,422,63,117,14,7,3,34,45,10,48,51,0,2,6,1,1,0.353,0.365,0.718
rodrial01,2002,1,TEX,AL,162,624,125,187,27,2,57,142,9,4,87,122,12,10,0,4,14,0.392,0.623,1.015
rodriiv01,2002,1,TEX,AL,108,408,67,128,32,2,19,60,5,4,25,71,2,2,1,4,13,0.353,0.542,0.895
rolensc01,2002,1,PHI,NL,100,375,52,97,21,4,17,66,5,2,52,68,2,8,0,3,12,0.358,0.472,0.83
rolensc01,2002,2,SLN,NL,55,205,37,57,8,4,14,44,3,2,20,34,2,4,0,0,10,0.354,0.561,0.915
rolliji01,2002,1,PHI,NL,154,637,82,156,33,10,11,60,31,13,54,103,3,4,6,4,14,0.306,0.38,0.686
rowanaa01,2002,1,CHA,AL,126,302,41,78,16,2,7,29,0,1,12,54,1,6,9,2,8,0.298,0.394,0.692
salmoti01,2002,1,ANA,AL,138,483,84,138,37,1,22,88,6,3,71,102,3,7,0,7,6,0.38,0.503,0.883
sanchal03,2002,1,MIL,NL,112,394,55,114,10,7,1,33,37,14,31,62,0,2,6,2,4,0.343,0.358,0.701
sanchre01,2002,1,BOS,AL,107,357,46,102,12,3,1,38,2,2,17,31,1,2,5,5,9,0.318,0.345,0.662
sandbja01,2002,1,TBA,AL,102,358,55,82,21,1,18,54,3,2,39,139,3,1,1,2,7,0.305,0.444,0.749
sandere02,2002,1,SFN,NL,140,505,75,126,23,6,23,85,18,6,47,121,3,12,0,7,10,0.324,0.455,0.779
santibe01,2002,1,SFN,NL,126,478,56,133,24,5,16,74,4,2,27,73,8,2,3,7,19,0.315,0.45,0.765
santira01,2002,1,DET,AL,65,222,33,54,5,5,4,20,8,5,13,48,0,8,4,2,2,0.306,0.365,0.671
schnebr01,2002,1,MON,NL,73,207,21,57,19,2,5,29,1,2,21,41,8,0,2,2,7,0.339,0.459,0.798
sexsori01,2002,1,MIL,NL,157,570,86,159,37,2,29,102,0,0,70,136,7,8,0,4,17,0.363,0.504,0.867
sheffga01,2002,1,ATL,NL,135,492,82,151,26,0,25,84,12,2,72,53,2,11,0,4,16,0.404,0.512,0.916
shinjts01,2002,1,SFN,NL,118,362,42,86,15,3,9,37,5,0,24,46,2,6,3,3,5,0.294,0.37,0.664
shumpte01,2002,1,COL,NL,106,234,30,55,12,1,6,21,4,1,21,41,0,4,5,4,9,0.304,0.372,0.676
sierrru01,2002,1,SEA,AL,122,419,47,113,23,0,13,60,4,0,31,66,5,0,0,2,17,0.319,0.418,0.736
simonra01,2002,1,DET,AL,130,482,51,145,17,1,19,82,0,1,13,30,5,4,0,7,13,0.32,0.459,0.779
singlch01,2002,1,BAL,AL,136,466,67,122,30,6,9,50,20,2,21,83,0,4,6,5,8,0.296,0.41,0.706
snowjt01,2002,1,SFN,NL,143,422,47,104,26,2,6,53,0,0,59,90,5,7,0,6,11,0.344,0.36,0.704
soriaal01,2002,1,NYA,AL,156,696,128,209,51,2,39,102,41,13,23,157,1,14,1,7,8,0.332,0.547,0.88
sosasa01,2002,1,CHN,NL,150,556,122,160,19,2,49,108,2,0,103,144,15,3,0,4,14,0.399,0.594,0.993
spencsh01,2002,1,NYA,AL,94,288,32,71,15,2,6,34,0,3,31,62,4,4,2,4,5,0.324,0.375,0.699
spiezsc01,2002,1,ANA,AL,153,491,80,140,34,2,12,82,6,7,67,52,7,4,3,6,12,0.371,0.436,0.807
spiveju01,2002,1,ARI,NL,143,538,103,162,34,6,16,78,11,6,65,100,5,16,1,6,10,0.389,0.476,0.865
stairma01,2002,1,MIL,NL,107,270,41,66,15,0,16,41,2,0,36,50,4,8,0,1,7,0.349,0.478,0.827
stevele01,2002,1,MON,NL,63,205,28,39,6,1,10,31,1,0,39,57,5,0,0,1,4,0.318,0.376,0.694
stewash01,2002,1,TOR,AL,141,577,103,175,38,6,10,45,14,2,54,60,2,9,0,1,17,0.371,0.442,0.813
suzukic01,2002,1,SEA,AL,157,647,111,208,27,8,8,51,31,15,68,62,27,5,3,5,8,0.388,0.425,0.813
sweenmi01,2002,1,KCA,AL,126,471,81,160,31,1,24,86,9,7,61,46,10,6,0,7,9,0.417,0.563,0.979
tatisfe01,2002,1,MON,NL,114,381,43,87,18,1,15,55,2,2,35,90,1,8,1,5,15,0.303,0.399,0.702
taylore01,2002,1,CIN,NL,135,287,41,73,15,4,9,38,11,8,14,79,3,2,5,3,6,0.291,0.429,0.719
tejadmi01,2002,1,OAK,AL,162,662,108,204,30,0,34,131,7,2,38,84,3,11,0,4,21,0.354,0.508,0.861
thomafr04,2002,1,CHA,AL,148,523,77,132,29,1,28,92,3,0,88,115,2,7,0,10,10,0.361,0.472,0.834
thomeji01,2002,1,CLE,AL,147,480,101,146,19,2,52,118,1,2,122,139,18,5,0,6,5,0.445,0.677,1.122
trammbu01,2002,1,SDN,NL,133,403,54,98,16,1,17,56,1,3,53,71,2,3,3,3,6,0.333,0.414,0.748
trubych01,2002,2,DET,AL,89,277,23,55,13,2,2,15,1,1,5,71,0,2,3,5,5,0.215,0.282,0.496
tuckemi01,2002,1,KCA,AL,144,475,65,118,27,6,12,56,23,9,56,105,1,3,7,2,5,0.33,0.406,0.737
uribeju01,2002,1,COL,NL,155,566,69,136,25,7,6,49,9,2,34,120,1,5,7,6,17,0.286,0.341,0.627
valenjo02,2002,1,NYN,NL,114,208,18,50,15,0,3,30,0,0,22,37,0,10,0,2,6,0.339,0.356,0.695
valenjo03,2002,1,CHA,AL,135,474,70,118,26,4,25,75,3,3,43,99,2,2,3,5,9,0.311,0.479,0.79
vandejo02,2002,1,NYA,AL,84,219,30,57,17,1,6,20,1,1,23,58,3,0,0,3,7,0.327,0.429,0.756
varitja01,2002,1,BOS,AL,132,467,58,124,27,1,10,61,4,3,41,95,3,7,1,3,13,0.332,0.392,0.724
vaughgr01,2002,1,TBA,AL,69,251,28,41,10,2,8,29,3,2,41,82,1,3,0,2,5,0.286,0.315,0.601
vaughmo01,2002,1,NYN,NL,139,487,67,126,18,0,26,72,0,1,59,145,6,10,0,2,15,0.349,0.456,0.805
vazqura01,2002,1,SDN,NL,128,423,50,116,21,5,2,32,7,2,45,79,3,1,3,2,6,0.344,0.362,0.706
venturo01,2002,1,NYA,AL,141,465,68,115,17,0,27,93,3,1,90,101,9,2,0,5,14,0.368,0.458,0.826
vidrojo01,2002,1,MON,NL,152,604,103,190,43,3,19,96,2,1,60,70,1,3,11,3,12,0.378,0.49,0.868
vinafe01,2002,1,SLN,NL,150,622,75,168,29,5,1,54,17,11,44,36,2,18,1,7,11,0.333,0.338,0.67
vizcajo01,2002,1,HOU,NL,125,406,53,123,19,2,5,37,3,5,24,40,2,1,5,2,5,0.342,0.397,0.738
vizquom01,2002,1,CLE,AL,151,582,85,160,31,5,14,72,18,10,56,64,3,8,7,10,7,0.341,0.418,0.759
walkela01,2002,1,COL,NL,136,477,95,161,40,4,26,104,6,5,65,73,6,7,0,4,8,0.421,0.602,1.023
walketo04,2002,1,CIN,NL,155,612,79,183,42,3,11,64,8,5,50,81,7,3,7,3,9,0.353,0.431,0.785
wardda01,2002,1,HOU,NL,136,453,41,125,31,0,12,72,1,3,33,82,5,1,0,4,9,0.324,0.424,0.748
wellsve01,2002,1,TOR,AL,159,608,87,167,34,4,23,100,9,4,27,85,0,3,2,8,15,0.305,0.457,0.762
whitero02,2002,1,NYA,AL,126,455,59,109,21,0,14,62,1,2,25,86,1,8,1,5,11,0.288,0.378,0.666
wilkebr01,2002,1,MON,NL,153,507,92,135,27,8,20,59,7,8,81,161,7,5,6,4,5,0.37,0.469,0.84
willibe02,2002,1,NYA,AL,154,612,102,204,37,2,19,102,8,4,83,97,7,3,0,1,19,0.415,0.493,0.908
willima04,2002,1,ARI,NL,60,215,29,56,7,2,12,40,3,1,21,41,1,0,0,2,8,0.324,0.479,0.803
wilsocr03,2002,1,PIT,NL,131,368,48,97,16,1,16,57,2,3,32,116,0,21,1,2,10,0.355,0.443,0.798
wilsoda01,2002,1,SEA,AL,115,359,35,106,16,1,6,44,1,0,18,81,1,2,7,8,8,0.326,0.396,0.721
wilsoja02,2002,1,PIT,NL,147,527,77,133,22,4,4,47,5,2,37,74,2,4,17,1,7,0.306,0.332,0.638
wilsopr01,2002,1,FLO,NL,141,510,80,124,22,2,23,65,20,11,58,140,3,9,2,3,17,0.329,0.429,0.759
wilsoto02,2002,1,TOR,AL,96,265,33,68,10,0,8,37,0,0,28,79,0,5,0,4,6,0.334,0.385,0.719
winnra01,2002,1,TBA,AL,152,607,87,181,39,9,14,75,27,8,55,109,3,6,1,5,9,0.36,0.461,0.821
womacto01,2002,1,ARI,NL,153,590,90,160,23,5,5,57,29,12,46,80,2,4,6,6,9,0.325,0.353,0.678
woodwch01,2002,1,TOR,AL,90,312,48,86,13,4,13,45,3,0,26,72,0,3,1,8,8,0.33,0.468,0.797
youngdm01,2002,1,DET,AL,54,201,25,57,14,0,7,27,2,0,12,39,5,2,0,1,12,0.329,0.458,0.786
younger01,2002,1,MIL,NL,138,496,57,139,29,3,3,28,31,11,39,38,0,6,8,4,14,0.338,0.369,0.707
youngke01,2002,1,PIT,NL,146,468,60,115,26,1,16,51,4,6,50,101,2,4,0,3,13,0.322,0.408,0.73
youngmi02,2002,1,TEX,AL,156,573,77,150,26,8,9,62,6,7,41,112,1,0,13,6,14,0.308,0.382,0.69
zeileto01,2002,1,COL,NL,144,506,61,138,23,0,18,87,1,1,66,92,3,1,0,7,27,0.353,0.425,0.778
abreubo01,2003,1,PHI,NL,158,577,99,173,35,1,20,101,22,9,109,126,13,2,0,7,13,0.409,0.468,0.877
alfoned01,2003,1,SFN,NL,142,514,56,133,25,2,13,81,5,2,58,41,4,4,3,7,14,0.334,0.391,0.726
alomaro01,2003,1,NYN,NL,73,263,34,69,17,1,2,22,6,0,29,40,2,2,4,4,8,0.336,0.357,0.693
alomaro01,2003,2,CHA,AL,67,253,42,64,11,1,3,17,6,2,30,37,1,1,8,4,9,0.33,0.34,0.67
aloumo01,2003,1,CHN,NL,151,565,83,158,35,1,22,91,3,1,63,67,7,7,0,3,16,0.357,0.462,0.819
anderga01,2003,1,ANA,AL,159,638,80,201,49,4,29,116,6,3,31,83,10,0,0,4,15,0.345,0.541,0.885
anderma02,2003,1,TBA,AL,145,482,59,130,27,3,6,67,19,3,41,60,5,3,4,5,6,0.328,0.376,0.703
aurilri01,2003,1,SFN,NL,129,505,65,140,26,1,13,58,2,2,36,82,0,1,0,3,18,0.325,0.41,0.735
ausmubr01,2003,1,HOU,NL,143,450,43,103,12,2,4,47,5,3,46,66,1,4,4,5,8,0.303,0.291,0.594
baergca01,2003,1,ARI,NL,105,207,31,71,13,0,4,39,1,1,18,20,1,2,1,3,6,0.396,0.464,0.859
bagweje01,2003,1,HOU,NL,160,605,109,168,28,2,39,100,11,4,88,119,3,6,0,3,25,0.373,0.524,0.897
baldero01,2003,1,TBA,AL,156,637,89,184,32,8,11,78,27,10,30,128,4,8,3,6,10,0.326,0.416,0.742
barajro01,2003,1,ARI,NL,80,220,19,48,15,0,3,28,0,0,14,43,7,1,1,3,6,0.265,0.327,0.592
bardjo01,2003,1,CLE,AL,91,303,25,74,13,1,8,36,0,2,22,53,1,0,1,3,9,0.293,0.373,0.666
barremi01,2003,1,MON,NL,70,226,33,47,9,2,10,30,0,0,21,37,7,2,2,1,6,0.28,0.398,0.678
batisto01,2003,1,BAL,AL,161,631,76,148,20,1,26,99,4,3,28,102,4,5,0,6,20,0.27,0.393,0.663
bautida01,2003,1,ARI,NL,88,284,29,78,16,3,4,36,3,2,21,50,2,4,2,3,7,0.33,0.394,0.724
bellda01,2003,1,PHI,NL,85,297,32,58,14,0,4,37,0,0,41,40,1,4,0,6,7,0.296,0.283,0.579
belliro01,2003,1,COL,NL,116,447,73,124,31,2,8,50,7,2,49,71,0,2,6,1,7,0.351,0.409,0.76
beltrad01,2003,1,LAN,NL,158,559,50,134,30,2,23,80,2,2,37,103,4,5,1,6,13,0.29,0.424,0.714
beltrca01,2003,1,KCA,AL,141,521,102,160,14,10,26,100,41,4,72,81,4,2,0,7,8,0.389,0.522,0.911
bennega01,2003,1,SDN,NL,96,307,26,73,15,0,2,42,3,0,24,48,3,2,3,2,8,0.296,0.306,0.602
berkmla01,2003,1,HOU,NL,153,538,110,155,35,6,25,93,5,3,107,108,13,9,1,3,10,0.412,0.515,0.927
berroan01,2003,1,KCA,AL,158,567,92,163,28,7,17,73,21,5,29,100,3,18,13,8,13,0.338,0.451,0.789
bigbila01,2003,1,BAL,AL,83,287,43,87,15,1,9,31,7,1,29,60,3,0,1,2,2,0.365,0.456,0.821
biggicr01,2003,1,HOU,NL,153,628,102,166,44,2,15,62,8,4,57,116,3,27,3,2,4,0.35,0.412,0.763
blakeca01,2003,1,CLE,AL,152,557,80,143,35,0,17,67,7,9,38,109,1,10,8,8,11,0.312,0.411,0.723
blaloha01,2003,1,TEX,AL,143,567,89,170,33,3,29,90,2,3,44,97,1,1,0,3,16,0.35,0.522,0.872
